hrm_budget_gb,hit_rate,miss_rate,promotions,demotions,working_set_gb,total_model_gb,effective_bw_reduction,speedup_vs_hbm,policy,latency_proxy,replica_count,bypass_count,remap_count,occupancy_skew
1.0,0.020982142857142855,0.9790178571428572,3310,3318,3.906249910593033,3.906249910593033,2.0982142857142856,1.0159882072797368,x2_full,30996,64,1076,215,0.0
4.0,0.6848214285714286,0.3151785714285714,224,96,3.906249910593033,3.906249910593033,68.48214285714286,2.0559889857732903,x2_full,25330,64,1188,0,0.0
