hrm_budget_gb,hit_rate,miss_rate,promotions,demotions,working_set_gb,effective_bw_reduction,speedup_vs_hbm
0.1,0.0,1.0,0,0,2.6337890625,0.0,1.0
0.25,0.0,1.0,0,0,2.6337890625,0.0,1.0
0.5,0.02020408163265306,0.9797959183673469,2202,2194,2.6337890625,2.020408163265306,1.015386209397503
0.75,0.02020408163265306,0.9797959183673469,2202,2194,2.6337890625,2.020408163265306,1.015386209397503
1.0,0.02020408163265306,0.9797959183673469,2202,2194,2.6337890625,2.020408163265306,1.015386209397503
1.5,0.07071428571428572,0.9292857142857143,4107,4088,2.6337890625,7.071428571428571,1.056006034320196
2.0,0.25255102040816324,0.7474489795918368,7125,7071,2.6337890625,25.255102040816325,1.233674272226593
3.0,0.3636734693877551,0.636326530612245,6036,5972,2.6337890625,36.367346938775505,1.3750526168093165
4.0,0.5657142857142857,0.4342857142857143,4056,3978,2.6337890625,56.57142857142857,1.7369727047146404
